10:24:34 13-11-2009 | th-0074 | 01 |                  main.c   275 | VTSERVER Start...
10:26:59 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #0000FF) ok.
10:26:59 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:26:59 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:26:59 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:26:59 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:26:59 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:00 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.width) ok.
10:27:00 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 90) ok.
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:00 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:01 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:01 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.height) ok.
10:27:01 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 26) ok.
10:27:01 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:02 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:02 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.font) ok.
10:27:02 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:02 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne Tahoma#11#false#false) ok.
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663952...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:03 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:03 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:03 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.horizontalAlignment) ok.
10:27:04 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:04 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:04 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:04 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.horizontalTextPosition) ok.
10:27:05 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:05 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:05 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:06 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.iconVisible) ok.
10:27:06 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:06 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:07 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:07 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.verticalAlignment) ok.
10:27:07 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:27:07 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:08 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:08 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.verticalTextPosition) ok.
10:27:08 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:08 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:09 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:09 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:09 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.waiting.background) ok.
10:27:09 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #FCFE04) ok.
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:10 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:10 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:10 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.waiting.foreground) ok.
10:27:11 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #000000) ok.
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:11 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:11 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:12 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.running.background) ok.
10:27:12 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #04FEFC) ok.
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:12 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:13 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:13 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:13 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:13 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:13 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.running.foreground) ok.
10:27:13 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:13 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:13 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #000000) ok.
10:27:13 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:14 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:14 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.finished.background) ok.
10:27:14 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:14 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #04FE04) ok.
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:15 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:15 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:15 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.finished.foreground) ok.
10:27:16 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #000000) ok.
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:16 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:16 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:16 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.error.background) ok.
10:27:17 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #FC0204) ok.
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:17 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:17 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:18 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.error.foreground) ok.
10:27:18 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #000000) ok.
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:27:18 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:27:19 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:27:19 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.job.descheduled.background) ok.
10:27:19 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #C4C2C4) ok.
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:27:19 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
